0,-0.01376
0,0.022073
0,0.064957
0,-0.0030616
0,0.0059724
0,-0.026853
0,-0.0045537
0,0.038856
0,0.077939
1,1.0348
0,0.036316
0,-0.0084937
0,0.004624
0,0.018833
0,0.045825
0,0.029828
0,0.03131
0,0.11688
0,0.055541
0,0.068528
0,0.0028641
1,1.0149
0,-0.0069055
0,0.010726
0,0.018087
0,0.013009
0,0.032694
0,-0.0036699
1,1.0087
0,0.026878
0,-0.014208
0,0.032527
0,0.079163
0,0.039768
0,0.00081213
0,0.0078365
0,-0.031652
0,-0.00068362
0,-0.02339
0,0.0078636
1,1.0323
0,0.0663
0,0.084242
0,-0.018788
0,-0.013093
0,0.0037146
0,0.020717
0,0.061671
0,0.03999
0,-0.025952
0,0.030304
0,0.038104
0,0.016804
0,0.042099
0,-0.017351
0,-0.014291
0,0.23099
0,0.052011
0,0.0023394
0,0.051832
0,0.036508
1,1.2515
0,0.018023
0,0.016058
0,0.011386
0,-0.027744
0,0.21082
0,0.00067296
0,0.05784
0,0.021256
0,-0.016487
0,0.063549
0,0.012094
0,0.16182
0,-0.002812
0,0.015309
0,0.023722
0,0.020938
0,-0.009006
0,0.0093736
0,0.19571
0,0.060079
0,0.0058996
0,-0.0083817
0,0.02151
0,0.031397
0,0.023472
0,0.0060493
0,0.0057809
1,1.0392
1,1.0417
0,-0.0038481
0,0.027209
1,1.0356
0,0.11721
0,0.013618
0,-0.0049675
0,0.078099
0,0.037339
0,0.017595
0,0.12774
0,0.029429
0,0.034469
0,0.037643
0,0.04001
0,0.069963
0,0.012475
0,-0.0054718
1,1.0268
0,0.010296
0,0.011406
0,0.058603
0,0.036718
0,-0.0017576
0,0.05354
0,0.0064517
0,0.017819
1,0.98562
0,0.074119
0,0.10778
0,-0.0034299
0,0.038177
0,0.011958
1,1.2434
1,1.0788
1,1.0669
0,-0.0066743
0,0.014024
0,-0.0027943
0,0.014481
0,-0.01034
0,0.0079554
0,-0.012091
0,0.029398
0,0.05364
0,0.014521
0,0.015621
0,0.026049
0,-0.0037353
0,0.043227
0,-0.0026895
0,-0.0092537
0,0.0048478
0,0.017735
0,0.080206
0,0.019673
0,0.059595
0,0.0013768
1,1.04
0,0.018973
0,-0.0066546
0,0.18059
0,0.020022
0,-0.013087
0,0.028372
0,0.020875
0,0.054922
0,0.053057
0,0.0066148
1,1.1224
1,1.0298
0,0.0010073
0,-0.0058463
0,-0.0088028
0,0.035069
0,0.24881
0,0.011735
0,0.020384
0,-0.0059313
0,-0.01532
0,0.014449
0,0.0080394
0,0.016464
0,0.15815
0,0.18369
0,-0.024658
1,1.2635
0,-0.0021448
0,0.0017264
0,0.059454
0,0.017447
0,0.069826
0,0.024353
0,0.048163
0,0.0035473
0,0.096621
0,-0.0056531
0,0.07099
0,0.015405
0,0.022602
0,0.050359
0,0.091302
0,0.077251
0,-0.0074836
1,1.0516
0,-0.0077612
1,0.96151
0,0.01276
1,1.0415
0,0.014408
0,-0.0036762
0,-0.023987
0,-0.016769
0,0.021093
0,0.022321
0,0.022408
0,-0.014223
0,0.014174
0,0.018013
0,0.028406
0,0.0082588
1,1.0005
0,-0.0027401
1,1.0568
0,0.012574
1,1.0446
0,0.070731
1,1.0898
0,0.19006
0,-0.0079329
1,1.1422
0,0.012349
0,0.059063
0,0.093454
1,1.0361
1,1.005
0,0.039006
0,-0.015069
0,0.035153
1,1.0506
0,0.027183
1,1.1082
1,1.0847
0,0.013702
0,-0.010606
0,0.011872
1,1.2328
1,1.0273
1,1.0294
0,0.012336
0,0.015919
0,-0.010395
0,0.0081424
0,0.059916
0,-0.018175
0,0.0019384
0,-0.012646
0,0.077316
0,0.050871
0,-0.014499
1,1.0482
0,-0.032475
0,0.00050648
0,0.031301
0,0.091844
0,0.066115
1,1.0122
0,0.0097486
0,0.023284
0,-0.0058978
0,0.0068943
0,0.0017264
1,1.019
1,1.0646
0,0.0241
0,0.052862
0,0.01142
0,0.023883
0,-0.0029398
0,-0.016709
0,0.034915
0,0.016428
0,0.0012583
0,0.00077019
0,0.015984
1,1.0429
0,0.045649
0,0.03952
0,0.027237
0,-0.0061172
0,0.049354
1,1.0194
1,1.0394
0,0.016543
0,0.040731
0,0.0070753
0,0.018356
0,0.018459
0,0.023964
0,0.0086581
0,-0.0086098
0,0.051078
0,0.012029
0,0.0077637
0,0.025326
0,0.015239
0,0.041765
0,0.026729
0,0.18121
0,0.0010483
1,1.0292
0,0.0029065
0,0.024177
0,0.02395
0,-0.0054264
0,-0.013648
0,0.0082677
0,0.047718
0,0.03172
0,0.0050827
0,0.0093159
0,0.030803
0,0.097388
0,0.050792
0,-0.019304
0,0.01789
0,0.0093392
0,0.022233
0,-0.0099208
0,-0.011206
0,0.022001
0,0.082824
0,0.038687
0,0.069581
0,-0.017236
0,0.021251
0,0.04213
0,0.01926
1,1.0423
0,-0.010138
0,0.023904
0,0.038779
0,0.061003
0,0.05131
0,-0.0047534
0,0.02032
0,0.028214
1,0.97221
0,0.02114
0,0.052608
0,6.4237e-05
0,0.0069199
1,1.0936
0,-0.034592
0,0.12251
0,0.024094
0,-0.015634
0,-0.016952
0,0.033532
0,0.03538
1,1.044
0,0.0075205
0,0.0032749
0,-0.0047751
0,0.011514
0,-0.0012495
0,0.029407
0,0.040041
0,0.082674
0,0.029905
0,0.050336
0,-0.0032276
0,0.0057674
0,0.057026
1,1.0422
0,0.01767
1,1.0311
0,0.020171
0,-0.032356
0,0.0049072
0,0.0040629
0,0.024958
0,-0.0080212
0,0.0663
0,0.032952
0,-0.0048473
0,0.028571
0,0.054528
0,0.012243
0,0.01563
0,0.0044697
0,0.10794
0,0.024317
0,0.027632
0,0.051378
0,0.023352
0,0.034392
0,-0.017754
1,1.0424
0,0.060664
0,0.023056
0,0.18084
1,1.0349
0,0.017074
0,0.033843
0,0.036928
0,-0.0053083
0,0.22616
0,0.042478
0,0.023488
0,0.033589
0,0.037776
1,1.0276
0,0.056423
0,-0.0032655
0,0.015652
0,0.010375
1,1.0809
0,0.059909
0,0.027483
0,0.072765
0,0.034256
0,0.048719
0,0.017591
0,0.021439
0,-0.0035618
1,1.0201
0,0.015234
0,0.010375
0,0.039936
0,-0.01787
0,0.040993
0,0.010125
1,1.0897
0,0.029537
0,0.065875
0,0.093731
0,0.042736
0,0.014397
0,0.017121
0,-0.012867
0,0.010344
0,0.053231
1,1.0543
0,0.010442
0,0.055997
0,-0.0096333
0,0.067484
0,0.02639
0,0.012736
0,0.01371
0,-0.0021268
0,-0.01081
0,0.011781
0,0.0064972
0,0.01968
0,0.014758
1,1.0461
0,0.0021226
0,0.026036
0,0.032163
0,0.03079
0,0.21011
0,-0.0089414
0,-0.0025467
0,-0.0074445
0,0.078711
0,0.013868
1,1.0054
0,0.18915
0,0.018988
0,0.0007529
0,0.0023562
0,-0.0080833
0,0.083295
1,1.0198
0,0.056705
0,-0.0029173
0,0.00066057
0,-0.0069064
0,0.038197
0,0.073135
0,0.029937
0,0.097782
0,0.0019111
0,0.013021
0,0.074561
0,0.018836
0,0.011795
0,-0.013208
0,0.040645
0,0.027817
0,-0.0034676
0,-0.0022236
1,1.0415
0,-0.00053592
0,0.045125
0,0.012256
0,-0.0029761
0,-0.01441
0,0.0076473
0,0.011366
0,0.14526
0,0.029282
1,1.172
0,0.035476
0,0.085401
0,0.073423
0,0.061812
0,0.073849
0,-0.010247
0,0.0089486
0,0.0021884
1,1.042
1,1.0111
1,1.1623
0,0.011204
0,0.036494
0,0.01375
0,0.18711
0,0.076135
1,1.1672
0,0.035831
0,0.0033661
0,0.088164
0,0.010579
0,0.0031814
0,-0.0080117
0,0.04336
0,-0.0035549
0,0.060651
